M_g6p_c[c],1.895357942,4.51E-06
M_fdp_c[c],2.167676905,4.09E-06
M_lac_L_c[c],6.688673863,0.019247079
M_gln_L_i[c],0.665984188,0.032877638
M_glu_L_m[c],0.359205358,0.000716303
