M_g6p_c[c],2.146727362,1.57E-05
M_fdp_c[c],1.660601103,6.33E-06
M_lac_L_c[c],7.45236657,0.059040454
M_gln_L_i[c],0.665984188,0.001022437
M_glu_L_m[c],0.359205358,0.000535684
